id_zuiveringsinstallatie;rwzi;date_column;waterlevel;storm;temperature;rainfall;populationserved;industrialdischarge;pumpefficiency;maintenancedays;energysource;peakload;groundwaterusage;systemage;energyusage_kwh;displayfieldname;fieldaliases;fields;objectid;zrwident;zui_zpiident;zrwnaam;zrwdatin;zrwdatui;globalid;iws_eigenaar;latitude;longitude;zrwverkort;oc_ie;oc_max;oc_ie_bzv;straat;plaats;nummer;postcode;regio;zrw_type;zrwstatus;opmerkingen
1601;RWZI_11;2024-12-09;2.34;No;14.6;25.63;26824;80.21;0.87;8;Non-Renewable;2.71;4.85;4;1156.8;ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783167;ZGO_;1601;RWZI Gorinchem;631152000000;NULL;{471976cb-60e7-4634-869f-357f7e07e656};Waterschap;51.837695;5.008852;445;29000.0;1136.0;24000.0;Griendweg;Gorinchem;4a;4213KC;4;3;2;NULL
1701;RWZI_12;2024-12-09;2.1;Yes;20.7;3.15;16793;68.36;0.87;2;Renewable;1.76;7.09;49;1010.7;ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783177;ZGB_;1701;RWZI Groesbeek;788918400000;NULL;{734e0b99-d69b-4408-bd71-b920da944f52};Waterschap;51.759472;5.953818;877;25000.0;900.0;20000.0;Bruuk;Groesbeek;69;6562KK;3;3;2;NULL
1801;RWZI_13;2024-12-09;1.06;Yes;0.3;48.73;43541;54.16;0.77;8;Renewable;1.03;3.13;48;1717.11;ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783187;ZHA_;1801;RWZI Haaften;788918400000;NULL;{4b419af0-e36b-4f85-8bf1-0dbd4045297a};Waterschap;51.822851;5.223554;449;15000.0;570.0;12500.0;Graaf Reinaldweg;Haaften;7;4175LG;4;3;2;NULL
2201;RWZI_14;2024-12-09;3.72;Yes;31.2;23.4;44992;2.9;0.81;9;Non-Renewable;1.68;0.05;6;1747.15;ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783207;ZMB_;2201;RWZI Maasbommel;441763200000;NULL;{e73ed337-1863-4864-b604-51e79ee65dd0};Waterschap;51.829909;5.522638;662;7000.0;150.0;5600.0;Kapelstraat;Maasbommel;23;6627AV;3;3;2;NULL
2301;RWZI_15;2024-12-09;2.01;Yes;14.6;9.39;10602;68.35;0.92;2;Non-Renewable;2.44;2.57;35;1055.58;ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783217;ZML_;2301;RWZI Millingen aan de Rijn;820454400000;NULL;{c1f2c5ec-dac5-42ae-bd01-5969f43cb5c2};Waterschap;51.86501;6.022569;878;13000.0;510.0;11000.0;Botsestraat;Kekerdom;100;6579JC;3;3;2;NULL
2501;RWZI_16;2024-12-09;1.24;No;14.9;6.87;16715;73.03;0.76;10;Non-Renewable;1.37;19.07;39;1126.71;ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783227;ZNY_;2501;RWZI Nijmegen;1041379200000;NULL;{2346b44f-4392-4f08-801d-724f5435e533};Waterschap;51.847869;5.797712;771;400000.0;16000.0;330000.0;Jonkerstraat;Weurt;42;6551DK;3;3;2;NULL
2601;RWZI_17;2024-12-09;3.0;No;24.5;24.43;4017;36.32;0.95;8;Renewable;2.58;1.2;10;523.92;ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783237;ZOV_;2601;RWZI Overasselt;189302400000;NULL;{8202ac17-cc9e-4404-8a5f-392c41c05785};Waterschap;51.757903;5.801143;864;12000.0;300.0;10000.0;Maasdijk;Overasselt;NULL;6611KW;3;3;2;aan ongenummerde Maasbandijk, 500 m na Oude Kleefsebaan 3A
2801;RWZI_18;2024-12-09;1.48;Yes;15.9;20.57;45365;66.95;0.73;8;Non-Renewable;2.43;6.4;46;2000.07;ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783247;ZTI_;2801;RWZI Tiel;1104537600000;NULL;{cbfdb692-f553-4f4e-8428-66b23afb2e4f};Waterschap;51.916279;5.431522;325;120000.0;4130.0;85000.0;Siemensstraat;Tiel;2;4004KG;2;3;2;NULL
3101;RWZI_19;2024-12-09;1.38;Yes;33.9;13.97;23337;60.9;0.93;7;Renewable;1.27;13.38;23;1261.51;ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783267;ZBO_;3101;RWZI Zaltbommel;820454400000;NULL;{a73788d4-f3d7-45c6-8282-27fa14abe1b5};Waterschap;51.815821;5.266656;555;66000.0;3000.0;55000.0;Onderlangsweg;Zaltbommel;3;5301KN;5;3;2;NULL
3201;RWZI_20;2024-12-09;2.35;Yes;2.7;19.47;49382;53.73;0.99;4;Non-Renewable;1.15;7.63;42;1800.47;ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783017;ZZE_;3201;RWZI Zetten;536457600000;NULL;{8c92c080-089f-47bc-832e-84964aefcf22};Waterschap;51.93826;5.711814;218;8000.0;390.0;6500.0;Knoppersweg;Randwijk;32;6668AV;2;3;2;gaat medio 2021 uit bedrijf
